duration,num_voted_users,num_critic_for_reviews,num_user_for_reviews,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,movie_facebook_likes,imdb_score,gross,facenumber_in_poster,budget,title_year
105,11347,122,28,91,716,648,223,1843,5000,0.71,99462,1,33000000,2013
100,27648,60,148,23,1000,642,579,3855,7000,0.4900000000000001,17300889,0,45000000,1996
123,202341,274,391,628,565,555,171,1595,105000,0.78,15294553,1,12000000,2013
119,45798,39,94,541,821,577,551,4043,1000,0.67,92115211,3,45000000,1994
100,85903,26,92,52,795,419,394,2638,7000,0.6,100328194,0,50000000,1995
189,155496,250,532,91,16000,3000,1000,22186,7000,0.76,25031037,0,53000000,2007
101,54021,104,227,91,12000,898,764,15935,7000,0.5700000000000001,25407250,0,50000000,1996
140,63493,213,302,708,11000,8000,745,20440,26000,0.5700000000000001,80574010,1,60000000,2010
86,11693,61,104,70,878,834,169,2165,613,0.54,10397365,5,14000000,2001
103,66593,172,153,67,383,113,111,692,31000,0.55,142614158,3,110000000,2011
114,102123,174,660,335,11000,577,530,12624,7000,0.76,41597830,3,25000000,2002
132,52852,197,138,847,3000,960,625,6317,4000,0.67,27154426,1,17000000,2009
165,242420,378,918,91,974,956,808,3988,56000,0.5700000000000001,245428137,2,210000000,2014
93,314630,205,483,80,692,309,48,1148,7000,0.72,436471036,1,150000000,2004
148,426359,274,760,91,17000,882,826,18752,76000,0.82,18352454,0,15000000,2007
113,9913,64,38,58,331,27,9,387,7000,0.77,146402,1,4000000,2002
113,270226,424,741,13000,26000,13000,5000,46355,57000,0.65,102981571,9,80000000,2010
99,58349,235,194,160,330,119,72,701,7000,0.64,38105077,0,40000000,2009
174,314253,294,1966,2000,15000,574,362,16008,7000,0.6599999999999999,217536138,2,125000000,2006
131,86374,209,392,73,879,184,163,1344,3000,0.62,27667947,0,50000000,2007
94,75152,104,288,189,3000,2000,597,7014,7000,0.58,138614544,15,40000000,2003
120,4583,20,55,3,984,801,234,2563,7000,0.71,3773863,1,1000000,2009
99,67005,164,119,3,8000,509,490,10026,7000,0.58,33472850,3,55000000,2008
117,48629,52,134,425,13000,11000,901,27378,7000,0.6900000000000001,85300000,1,10000000,1981
125,28807,144,273,143,1000,664,519,4416,7000,0.5900000000000001,49875589,0,58000000,2012
114,67822,241,279,29,956,878,616,3861,7000,0.6599999999999999,32721635,0,15000000,2009
104,26066,69,216,134,585,495,64,1165,7000,0.5599999999999999,40118420,3,30000000,2002
92,5548,67,67,9,636,210,71,1033,352,0.67,6239558,0,5000000,2003
97,9541,49,64,105,982,503,269,2603,7000,0.33,2331318,1,10000000,2011
112,414070,486,532,230,26000,20000,12000,59803,63000,0.71,206360018,3,170000000,2013
94,89128,96,258,12,16000,876,583,19341,7000,0.64,21005329,0,6000000,2002
132,791783,525,2042,160,20000,979,443,22417,48000,0.82,70496802,1,54000000,2005
108,227824,224,273,98,16000,896,723,18656,10000,0.67,163947053,1,40000000,2009
86,52642,270,271,18,1000,466,300,2665,24000,0.5,18112929,0,1000000,2012
130,53053,154,132,149,1000,807,798,5101,7000,0.67,15709385,0,30000000,2008
83,44143,106,216,21,13000,503,495,14261,4000,0.7,73215310,0,80000000,2002
103,9230,111,37,12,163,20,19,219,7000,0.71,542860,1,4000000,2008
100,1976,16,51,12,245,38,6,295,603,0.72,982214,0,1000000,1998
101,174591,226,632,395,40000,14000,2000,58823,7000,0.78,51676606,1,25000000,2004
101,139184,265,243,38,496,390,318,1272,12000,0.64,50213619,8,36000000,2010
119,242599,276,1594,91,2000,505,279,2853,14000,0.8,25335935,0,40000000,2005
280,13215,84,497,33,789,640,67,1671,953,0.63,12870569,0,56000000,2003
130,107028,212,457,91,5000,2000,1000,10247,44000,0.6,31165421,3,60000000,2013
95,1338,14,14,91,296,205,133,690,413,0.64,4584,1,9000,2011
80,45900,142,247,19,11000,979,854,14385,7000,0.65,51053787,1,17500000,2005
132,172792,267,1740,50,992,495,368,1933,7000,0.6599999999999999,46982632,0,50000000,2006
121,352695,285,687,1000,175,115,108,485,17000,0.79,23618786,1,8000000,2007
118,60504,98,249,18,1000,946,906,6427,7000,0.6599999999999999,75668868,0,35000000,1994
107,103,2,6,91,752,282,236,1763,102,0.65,10508,4,700000,1998
84,111526,151,347,119,807,780,750,3629,7000,0.55,110000082,7,48000000,2003
84,5156,67,21,64,2000,892,748,4617,7000,0.54,11860839,0,9000000,2011
96,146766,225,178,59,17000,759,699,20007,7000,0.6900000000000001,114053579,0,150000000,2008
100,6025,18,15,28,945,756,501,2924,995,0.5700000000000001,20186,8,930000,2011
92,83788,277,227,77,703,682,495,3074,20000,0.5900000000000001,42575718,0,40000000,2011
96,115099,186,257,293,87000,11000,7000,108016,2000,0.54,100289690,0,175000000,2007
90,74887,166,129,6,904,715,617,2807,7000,0.67,31487293,2,9000000,2008
106,70885,208,189,31,33000,519,71,33734,7000,0.72,2694973,2,700000,2006
125,77656,143,220,43,2000,594,7,2608,7000,0.75,8047690,0,19400000,2006
107,114925,214,234,124,152,142,100,568,13000,0.71,63411478,1,39000000,2009
104,84131,193,400,1000,24000,15000,939,41701,7000,0.62,39692139,1,35000000,2004
116,98899,129,394,415,18000,669,644,20970,7000,0.7,71026631,1,36000000,2002
133,28247,46,149,759,826,130,67,1154,7000,0.72,33200000,4,26000000,1985
138,53251,91,188,78,12000,3000,968,17524,7000,0.63,10269307,0,8000000,2009
149,569841,568,1127,21000,835,812,625,4348,146000,0.8099999999999999,167735396,0,61000000,2014
133,208092,226,806,235,955,593,105,1777,7000,0.7,51483949,0,22000000,2003
114,7748,11,48,19,1000,883,842,3688,7000,0.58,69700000,2,35000000,1982
88,29629,144,374,27,742,120,101,1136,7000,0.5900000000000001,17768000,0,5000000,1988
91,14904,59,147,13,452,442,292,1760,7000,0.5700000000000001,17843379,2,8000000,1999
80,168398,211,492,91,50,8,3,65,13000,0.8,5792822,0,2700000,2004
202,63923,61,156,91,18000,848,318,20143,7000,0.77,48169908,0,33000000,1992
102,16474,113,301,91,1000,307,212,1890,785,0.42,1891821,0,52000000,2005
95,11148,76,229,906,956,579,287,2260,437,0.42,6768055,0,57000000,2004
144,137003,167,658,241,13000,3000,996,18761,7000,0.6900000000000001,56083966,1,65000000,2001
107,90539,155,379,18,811,625,560,3106,7000,0.5599999999999999,60786269,5,45000000,2000
136,84118,297,245,91,903,592,17,1579,13000,0.63,52474616,2,70000000,2010
89,23408,74,105,10,811,636,231,2167,810,0.46,29302097,8,15000000,2004
94,294,16,16,37,318,157,104,751,26,0.55,40542,0,300000,1997
101,167085,348,491,473,833,809,429,2690,62000,0.5900000000000001,190871240,0,125000000,2014
113,88146,237,814,43,12000,585,452,13517,7000,0.52,28031250,0,60000000,2005
96,3788,48,31,3,472,39,38,561,1000,0.53,27445,5,9000000,2011
100,4682,39,206,91,488,488,440,2428,129,0.35,12610552,0,7500000,1999
97,74435,224,224,12,788,698,641,2486,7000,0.72,1818681,1,7300000,2009
100,71276,134,181,14,3000,547,356,4094,13000,0.64,12561,2,19000000,2010
116,38533,50,89,12000,22000,617,552,24618,7000,0.58,18573791,3,55000000,1996
120,63084,165,123,107,12000,530,280,13208,7000,0.73,4857376,0,13000000,2006
102,341,15,12,95,1000,664,429,3852,379,0.76,16892,0,300000,2001
90,182718,284,209,90,11000,10000,15,21015,20000,0.73,165230261,0,150000000,2011
118,14143,129,102,41,2000,812,442,3474,7000,0.71,1150403,4,13000000,2006
95,1977,63,64,31,944,886,450,2928,133,0.53,2954405,0,36000000,2000
240,780588,606,1138,17000,29000,11000,4000,46057,138000,0.82,116866727,3,100000000,2013
105,59805,168,95,31,390,311,110,1006,7000,0.64,30659817,10,26000000,2013
107,21506,93,364,26,889,618,535,3274,7000,0.36,10956379,0,35000000,2007
189,782610,186,1377,91,15000,745,693,17716,30000,0.85,136801374,0,60000000,1999
122,237872,295,560,446,23000,8000,600,33548,7000,0.78,53574088,1,55000000,2007
141,190439,94,351,91,2000,1000,618,4528,7000,0.72,146282411,0,115000000,1994
107,9227,50,70,607,2000,979,602,5461,422,0.51,9795017,0,50000000,1995
87,14637,70,100,25,1000,670,611,3243,619,0.62,16290976,0,24000000,1999
142,382255,274,1504,91,11000,10000,10000,33284,11000,0.78,249358727,3,130000000,2004
97,35654,159,155,19,4000,334,130,4687,20000,0.6,35794166,0,10000000,2016
91,54478,83,184,91,387,96,65,648,7000,0.71,1040879,0,7000000,1996
96,131801,163,548,126,2000,788,584,4380,7000,0.62,95001351,1,18000000,2001
98,43006,156,460,91,26000,1000,900,28867,7000,0.4900000000000001,8434601,5,28000000,2001
99,40776,298,250,24,3000,441,155,3744,10000,0.5599999999999999,24042490,1,25000000,2010
100,37885,76,247,4,982,945,678,4259,7000,0.65,25339117,4,10000000,1998
94,8895,107,48,91,712,341,197,1673,3000,0.5700000000000001,15155772,2,18000000,2014
125,9727,161,65,127,6000,941,798,8876,7000,0.72,1110286,6,4825000,2009
115,110364,266,261,521,13000,537,95,13761,7000,0.6900000000000001,35024475,1,100000000,2010
178,736638,132,1065,91,906,466,403,1976,17000,0.8400000000000001,75600000,1,72000000,1995
100,112899,533,631,421,314,189,159,1062,45000,0.6900000000000001,14673301,0,2000000,2014
83,65270,107,100,28,4000,650,624,6081,863,0.62,84303558,1,85000000,2006
98,28589,162,532,24,381,128,67,684,7000,0.46,14400000,0,2500000,1982
95,11369,43,65,12000,12000,680,636,14420,872,0.72,695229,1,1300000,1996
85,83269,43,87,119,3000,348,144,3847,7000,0.6799999999999999,86930411,6,23000000,1991
128,69759,210,235,160,8000,327,81,8532,27000,0.8,4018695,2,12000000,2010
122,533607,539,692,737,34000,22000,14000,72115,117000,0.78,132088910,0,21000000,2012
114,75864,267,197,101,12000,3000,2000,19904,23000,0.6,33037754,1,37000000,2011
95,21268,100,53,4,939,702,655,3651,518,0.52,7563670,0,10000000,2008
135,57873,284,414,91,690,107,87,902,7000,0.61,43929341,0,120000000,2008
145,207686,210,776,21000,534,273,243,1543,7000,0.64,55473600,0,50000000,1992
91,11512,67,141,85,635,316,105,1352,471,0.48,10076136,0,35000000,1998
162,142067,116,457,333,14000,1000,362,15912,7000,0.74,78651430,0,27000000,1996
130,844052,341,1100,22000,23000,20000,19000,63986,49000,0.85,53082743,1,40000000,2006
107,28573,150,87,80,2000,257,252,3004,5000,0.5700000000000001,18004225,2,13000000,2013
84,1520,23,20,18,1000,851,744,3352,204,0.38,8026971,0,13000000,1998
100,68222,126,545,308,1000,482,374,2186,7000,0.6799999999999999,4599680,2,1500000,2003
135,54631,69,192,16000,16000,11000,86,27237,7000,0.75,70960517,0,35000000,1995
112,14612,78,105,541,22000,22000,638,46022,7000,0.64,4485485,1,15000000,1999
112,3322,30,32,44,1000,580,533,2115,265,0.6,77231,0,25000000,2005
105,9427,205,87,141,1000,103,56,1172,7000,0.64,613556,1,15000000,2015
141,104301,339,269,91,749,463,404,1948,28000,0.65,47307550,4,45000000,2012
109,41138,120,208,91,3000,441,126,3668,2000,0.74,3798532,0,4500000,1996
120,14031,181,114,64,144,110,72,474,7000,0.7,5004648,1,10000000,2009
106,55539,325,147,13000,11000,430,309,12418,20000,0.7,14479776,3,10000000,2014
103,75176,398,252,33,970,91,84,1336,26000,0.71,88625922,3,45000000,2011
104,90938,107,271,98,17000,2000,920,21380,7000,0.65,65269010,0,12000000,2006
100,35965,148,144,265,989,830,265,2654,11000,0.4900000000000001,84518155,0,20000000,2014
97,1524,28,29,4,611,394,301,1692,166,0.7,464655,0,1000000,1997
101,7772,42,55,30,1000,854,223,2228,145,0.61,1075288,3,22000000,1996
99,83182,281,247,192,14000,343,292,14816,16000,0.76,9166863,2,7000000,2009
103,105478,119,291,81,2000,683,636,4722,7000,0.62,30669413,0,35000000,1990
105,41273,91,136,99,2000,938,518,4813,7000,0.58,25677801,6,20000000,2010
91,60370,156,264,221,14000,11000,553,27405,7000,0.34,74158157,2,79000000,2011
116,42705,113,274,165,577,501,475,2321,885,0.63,102678089,0,95000000,1999
80,42462,167,312,162,23,6,429,29,7000,0.78,7002255,0,9500000,2003
98,69733,39,97,226,953,730,496,2496,7000,0.6900000000000001,68856263,1,15000000,1993
103,26730,79,180,154,1000,783,576,4094,2000,0.72,676698,0,18000000,2002
116,52421,197,200,153,3000,788,539,5012,7000,0.7,9396487,0,15000000,2006
215,138941,156,1448,91,648,568,463,1937,7000,0.76,36385763,0,52000000,1998
117,63459,62,185,101,13000,852,743,16937,3000,0.6900000000000001,24944213,2,27000000,1996
98,34263,215,141,53,530,238,65,1038,7000,0.65,18469,1,650000,2010
99,71679,386,216,64,13000,2000,918,17204,17000,0.7,14597405,1,6400000,2011
93,19805,73,122,85,1000,855,514,2777,7000,0.5700000000000001,15171475,0,8500000,1996
119,44838,88,223,42,2000,953,917,6862,7000,0.6599999999999999,39008741,0,25000000,2005
134,104005,285,248,91,529,130,120,1050,18000,0.62,67523385,2,35000000,2012
82,385871,191,515,487,15000,1000,967,21275,7000,0.79,245823397,2,90000000,1999
83,56269,196,366,473,20000,4000,597,26402,7000,0.5900000000000001,39511038,0,16000000,2006
95,188679,250,864,163,1000,654,651,4134,7000,0.6599999999999999,87025093,0,4000000,2005
109,19505,86,162,41,997,826,748,3544,7000,0.52,61356221,0,14000000,2007
112,89806,161,438,98,883,528,397,2201,7000,0.67,32541719,0,3500159,2002
116,52136,64,184,176,192,117,84,475,7000,0.62,61355436,0,68000000,1997
92,48873,149,105,17,14000,257,231,14617,11000,0.63,2963012,1,22000000,2014
99,2541,40,54,379,456,278,251,1356,7000,0.35,5333658,2,20000000,1982
121,682155,653,1097,571,14000,14000,3000,32438,96000,0.8099999999999999,333130696,3,170000000,2014
113,173530,415,264,181,33000,301,300,34738,40000,0.67,45996718,3,60000000,2013
92,40274,121,324,12,3000,835,797,5668,7000,0.6900000000000001,8786715,5,5000000,2004
87,2308,15,35,101,721,576,324,1700,550,0.48,800000,0,4000000,1987
128,116994,218,324,47,18000,1000,982,20965,35000,0.63,38297305,2,175000000,2013
130,25474,127,138,2000,268,85,25,450,7000,0.6900000000000001,1987287,0,50000000,2005
115,491077,329,820,521,13000,897,883,17369,7000,0.8099999999999999,227137090,0,110000000,2007
80,260,18,2,91,1000,664,429,3852,116,0.71,5858,0,150000,2014
102,351274,364,457,139,8000,3000,850,13631,131000,0.8,17738570,2,13000000,2012
98,36145,223,108,11000,12000,6000,557,19310,7000,0.63,3247816,0,22000000,2010
95,23383,58,68,216,1000,1000,968,4755,1000,0.5900000000000001,6739141,0,8000000,1992
118,77551,123,434,108,173,148,103,563,7000,0.76,11533945,0,2000000,1999
100,18693,70,187,57,181,151,92,582,7000,0.64,10114315,0,25000000,1999
152,207287,149,822,488,22000,11000,947,36897,15000,0.79,32522352,1,60000000,2000
120,14831,69,75,7,662,345,289,1952,7000,0.75,214202,0,12000000,2007
85,16300,86,217,21,931,855,782,3819,720,0.5,28563926,0,8500000,2002
106,330784,403,1243,395,451,412,393,2023,7000,0.67,168368427,1,200000000,2008
100,59982,161,463,91,11000,472,303,12237,5000,0.73,13103828,0,11000000,2001
88,524,18,22,14,142,23,3,168,73,0.73,110720,0,1200000,1999
108,23775,225,134,23,2000,860,845,4710,73000,0.58,10907291,0,28000000,2016
99,15074,39,72,13,1000,889,837,3679,1000,0.51,51432423,7,30000000,2002
74,162331,153,332,58,3000,864,729,5713,7000,0.63,104354205,3,55000000,2003
110,101386,234,289,532,3000,638,461,5187,7000,0.71,47456450,1,70000000,2007
101,188652,421,288,91,33000,22000,1000,57077,22000,0.71,40962534,1,12500000,2011
106,5673,23,37,23,1000,273,200,1610,7000,0.6799999999999999,532190,2,8000000,1997
110,185845,401,284,454,2000,906,816,4757,52000,0.72,14989761,7,15000000,2012
86,12437,66,107,4,960,448,424,2415,405,0.53,4814244,4,11000000,2002
93,13506,161,68,8,45000,541,400,46868,7000,0.4,15152879,0,5000000,2013
100,55398,125,418,41,45000,1000,970,49847,891,0.46,39989008,2,24000000,1998
87,38503,110,180,23,826,816,748,4473,7000,0.48,480314,4,21000000,2006
115,536314,516,738,91,26000,20000,12000,60059,63000,0.7,181015141,1,150000000,2011
104,530870,323,1413,508,10000,1000,558,13076,11000,0.72,256386216,0,150000000,2007
115,142440,287,505,91,18000,12000,964,31523,3000,0.63,82161969,1,150000000,2007
90,17478,274,159,91,648,529,231,1951,7000,0.5,101055,0,4000000,2009
110,191437,184,582,45,886,650,595,3174,7000,0.71,70001065,1,45000000,1998
90,4792,21,43,73,848,643,26,1526,999,0.65,882290,2,10000000,1989
132,142569,191,737,357,14000,223,212,14790,10000,0.58,141204016,0,70000000,2002
129,220020,362,1360,456,1000,935,716,4585,101000,0.41,166147885,0,40000000,2015
93,117999,252,181,165,26000,956,350,27834,16000,0.6599999999999999,29113588,0,40000000,2011
100,3924,8,26,322,851,543,534,3190,368,0.58,29392418,2,10000000,1994
102,21672,161,93,91,3000,966,555,5592,7000,0.65,25277561,10,12000000,2014
125,117719,405,306,102,15000,2000,825,19809,39000,0.75,83299761,2,35000000,2013
86,88518,111,409,82,869,759,362,3854,7000,0.27,38232624,0,30000000,2008
104,99430,283,182,109,480,12,7,517,43000,0.74,16168741,1,8000000,2013
146,238747,281,2153,14000,3000,882,681,6217,11000,0.71,78616689,0,100000000,2001
103,31817,50,117,37,944,893,452,3143,7000,0.62,105444419,3,26000000,1996
103,54390,131,398,9,826,724,573,3004,7000,0.62,50041732,0,29000000,1999
111,93894,123,286,81,12000,898,687,14823,7000,0.76,31968347,0,3600000,1995
104,145852,214,164,23,17000,359,281,18322,32000,0.6799999999999999,125014030,0,30000000,2012
88,33042,145,90,12,730,607,182,2217,7000,0.51,119420252,0,150000000,2009
138,49311,136,278,91,14000,602,123,15149,7000,0.67,35168677,1,100000000,2002
160,32671,173,238,219,1000,876,215,2340,7000,0.55,273420,6,17000000,2006
102,343648,318,590,532,10000,9000,979,21584,7000,0.64,227946274,0,150000000,2008
117,87165,173,184,153,35000,11000,734,49743,12000,0.65,46280507,0,40000000,2014
129,8295,23,30,91,18000,269,203,19065,720,0.65,16153600,1,10000000,1990
115,2412,35,40,98,341,26,4,371,539,0.72,1687311,3,700000000,1998
90,17983,69,127,13,882,874,613,2661,7000,0.67,19158074,2,15000000,2002
119,61680,197,222,59,2000,828,676,4315,19000,0.64,39440655,1,55000000,2010
130,55901,241,503,386,912,549,525,2856,7000,0.65,103338338,0,70000000,2006
100,75675,120,365,164,18000,14000,99,32288,7000,0.78,10725228,1,12500000,1992
112,606,2,5,74,260000,984,891,263584,706,0.5599999999999999,96734,3,1000000,2012
93,15267,205,41,592,232,67,36,391,7000,0.72,611709,1,3850000,2011
132,482064,268,1106,16000,16000,11000,567,28830,14000,0.8099999999999999,100422786,1,30000000,2004
108,25165,128,155,11000,11000,944,922,14843,827,0.64,3203044,2,18000000,2003
148,72443,104,309,91,3000,324,263,3967,7000,0.8,24475416,0,890000,1996
106,34774,59,162,835,1000,967,458,3598,1000,0.6799999999999999,21200000,0,20000000,1995
94,32002,111,103,87,17000,975,569,20154,7000,0.62,64001297,1,15000000,2010
132,518537,500,698,905,34000,13000,1000,50983,54000,0.78,146405371,3,160000000,2011
90,15517,57,85,32,1000,891,809,6299,500,0.36,35231365,0,60000000,2000
124,21102,61,169,212,1000,903,810,3611,1000,0.5599999999999999,11000000,3,98000000,1995
86,52467,190,248,62,390,258,59,727,7000,0.58,23993605,1,18000000,2009
115,97697,221,185,91,10000,1000,751,13159,40000,0.65,183436380,8,29000000,2015
123,396396,177,1111,415,33000,638,545,34495,57000,0.79,64286,0,29000000,2004
118,9740,38,81,11,37,12,12,74,389,0.64,6482195,1,37000000,1997
105,99043,199,643,212,1000,975,811,3697,7000,0.58,73648142,1,60000000,1999
142,152306,230,513,91,22000,5000,1000,29475,16000,0.8,9929000,0,15000000,1985
85,296787,459,2192,198,2000,1000,387,3958,7000,0.7,80034302,0,25000000,2008
107,12276,122,117,58,141,76,47,389,21000,0.63,36874745,2,20000000,2016
129,52972,134,124,395,18000,1000,313,19620,21000,0.6799999999999999,537580,1,30000000,2011
136,92702,127,209,49,17000,807,730,20299,7000,0.72,67253092,0,30000000,2005
144,14612,91,41,91,15000,960,745,18442,7000,0.65,41229,6,25500000,2013
110,7894,65,25,9,997,941,826,3177,7000,0.5,8888355,19,20000000,2013
90,26407,126,154,9,710,634,595,2655,1000,0.73,603943,0,500000,2004
104,11612,56,88,12,21000,1000,1000,23962,7000,0.75,2600000,3,6000000,1995
123,115216,391,289,108,40000,19000,3000,63769,44000,0.7,62563543,7,53000000,2015
99,44248,67,373,545,933,722,533,2542,7000,0.6,14567883,1,75000000,1998
185,865020,174,1273,14000,14000,795,212,15233,41000,0.89,96067179,0,22000000,1993
144,8369,52,165,91,786,228,195,1674,957,0.67,2483955,0,9600000,2005
92,15200,129,76,26,1000,1000,611,3767,1000,0.64,4881867,1,9000000,2008
119,89816,196,347,610,834,780,716,3637,7000,0.63,53789313,0,60000000,2003
123,87351,125,344,563,24000,11000,8000,43917,2000,0.61,66808615,0,34000000,2001
85,90827,232,329,109,200,96,18,332,26000,0.79,9437933,0,180000,2007
134,3466,25,40,91,15,6,4,30,355,0.75,48856,0,11900000,1993
120,69576,131,207,446,22000,13000,1000,40117,2000,0.6900000000000001,44886089,3,10000000,1997
100,22961,129,291,6,935,120,65,1327,1000,0.45,14343976,0,5000000,1989
130,128729,439,551,3000,10000,4000,844,15835,50000,0.71,3029870,1,7400000,2011
104,87447,193,371,34,545,351,280,1274,7000,0.65,47806295,0,43000000,2005
94,19918,186,278,17,607,318,179,1611,7000,0.45,16235293,0,9000000,2006
98,10483,49,125,10,589,416,402,2705,7000,0.54,10429707,1,5000000,2014
106,17349,20,42,277,22000,2000,383,24887,855,0.6,10555348,0,20000000,1989
87,39788,97,619,374,826,503,484,2689,7000,0.45,14249005,1,15000000,2001
94,23486,74,249,176,116,93,46,312,7000,0.75,6165429,1,6000000,2002
93,211971,227,326,50,3000,795,692,4705,7000,0.61,320706665,2,160000000,2007
109,408302,375,345,97,17000,971,839,19968,39000,0.72,138447667,2,42000000,2012
104,19707,113,128,35,24000,912,844,27806,862,0.63,10996440,0,13000000,2006
101,89568,152,142,32,219,141,104,661,17000,0.63,8129455,1,45000000,2011
105,98199,84,169,29,8000,1000,692,12344,7000,0.63,126805112,1,46000000,1997
82,42761,152,366,49,1000,888,429,3313,2000,0.5599999999999999,31768374,0,27000000,1999
107,704766,234,2073,91,13000,3000,766,17540,14000,0.8099999999999999,293501675,0,40000000,1999
148,1468200,642,2803,22000,29000,27000,23000,81115,175000,0.8800000000000001,292568851,0,160000000,2010
99,3116,39,39,7,3000,1000,730,6485,251,0.6,5871603,3,13000000,1999
91,582917,738,1885,91,39,23,13,87,147000,0.78,274084951,0,100000000,2013
96,91640,208,210,124,16000,12000,1000,31549,20000,0.5599999999999999,33592415,2,130000000,2013
108,16299,74,129,3,710,697,436,2119,1000,0.7,49526,1,6800000,2005
143,23940,117,157,91,509,317,210,1409,688,0.67,38966057,0,65000000,1998
108,11913,46,97,350,8000,115,77,8349,616,0.58,5600000,1,47000000,1996
92,3571,90,34,14,14000,1000,291,15848,429,0.6900000000000001,1071240,2,8000000,2007
90,80639,87,237,65,11000,11000,658,25190,7000,0.53,39442871,0,80000000,2000
87,4182,35,53,4,2000,1000,624,6227,3000,0.62,19539,1,1000000,2003
110,29613,190,98,115,812,580,103,1540,7000,0.71,3148482,0,12000000,2008
99,47814,101,426,9,975,912,648,3500,7000,0.55,38048637,4,14000000,1998
146,266310,171,690,12000,18000,992,451,20454,14000,0.77,77862546,2,70000000,2004
115,6011,25,39,91,1000,848,534,3267,905,0.6900000000000001,13640000,0,14000000,1994
116,41856,200,119,129,10000,918,782,13180,12000,0.6900000000000001,2268296,4,6500000,2013
115,387632,225,789,295,10000,981,466,12068,7000,0.71,144795350,1,120000000,2004
99,859,5,31,11,665,446,327,2272,119,0.64,125169,2,10500000,1994
113,288451,84,438,137,879,854,481,2985,7000,0.73,127175354,2,16000000,1994
117,255257,232,374,234,11000,989,919,15590,7000,0.7,87341380,3,27000000,2008
165,102338,245,450,1000,309,284,165,921,7000,0.6599999999999999,49551662,0,130000000,2008
133,298590,251,559,91,11000,985,529,12874,7000,0.7,148734225,2,30000000,2007
94,145350,181,643,368,13000,1000,466,15419,7000,0.55,125305545,0,92000000,2000
86,3562,46,74,7,328,27,17,407,7000,0.65,1114943,0,500000,2000
87,133966,177,294,750,745,531,41,1396,7000,0.76,9003011,0,2000000,1981
113,22897,106,61,31,5000,755,483,6267,7000,0.71,128978,2,40000000,2007
98,15684,175,126,91,358,156,123,1114,13000,0.6799999999999999,18381787,4,11000000,2012
110,141533,202,786,45,1000,872,845,4714,7000,0.58,66462600,3,78000000,2003
102,28209,107,80,91,946,800,529,4072,7000,0.53,14793904,1,18000000,2009
123,40123,267,297,521,13000,365,265,13752,31000,0.71,108521835,0,120000000,2016
112,206104,233,850,21000,17000,324,237,18141,7000,0.6799999999999999,95308367,0,48000000,2002
96,87745,287,331,83,12000,1000,1000,16121,18000,0.43,51774002,1,57000000,2011
98,19611,268,103,91,8000,698,638,10894,7000,0.67,41008532,1,27000000,2016
110,40469,165,135,119,1000,931,332,2382,7000,0.61,39263506,1,22000000,2008
87,62038,142,281,85,311,189,118,760,7000,0.65,33244684,0,9000000,1988
112,46396,124,287,91,805,223,177,1466,7000,0.75,7837632,0,18000000,1997
99,5049,41,48,30,480,257,209,1234,226,0.64,398420,3,8000000,2007
99,36108,102,260,212,130,125,54,450,7000,0.5700000000000001,49369900,0,7000000,1988
81,4862,56,37,91,975,645,394,2694,7000,0.6900000000000001,6387,0,1000000,2006
117,203111,408,755,248,14000,798,726,16606,32000,0.6799999999999999,51533608,1,25000000,2011
116,105556,189,157,5,26000,22000,748,49608,17000,0.65,25093607,2,35000000,2011
113,240241,196,391,719,605,308,217,1441,7000,0.75,119412921,0,65000000,1990
159,444683,258,1571,91,11000,687,645,13191,16000,0.75,317557891,4,125000000,2001
112,24921,135,166,66,150,28,21,253,7000,0.77,3432342,2,6000000,2003
78,12845,87,118,5,8000,2000,1000,11124,624,0.6599999999999999,58336565,0,50000000,2006
124,31113,126,212,287,9000,1000,475,10838,852,0.5700000000000001,23360779,0,34000000,2000
131,68565,108,300,46,1000,439,433,2943,7000,0.63,50300000,2,30000000,1985
104,12702,83,32,18,1000,962,741,5190,7000,0.54,10106233,0,8000000,2011
96,90070,132,248,31,651,610,536,3119,11000,0.71,16667084,0,11000000,1990
90,19586,146,109,31,210,193,179,676,4000,0.4400000000000001,10494494,1,18000000,2013
116,222403,306,453,179,15000,567,236,16149,23000,0.6599999999999999,90755643,2,200000000,2010
122,23023,115,148,91,697,394,221,1517,7000,0.7,8596914,0,6000000,2000
83,15015,63,113,12,2000,826,690,5022,494,0.42,11631245,5,35000000,2006
102,77305,242,162,43,170,157,113,931,11000,0.6599999999999999,2035566,0,13000000,2009
91,14786,100,144,14,14000,1000,548,16768,7000,0.71,1292119,1,5500000,2001
115,133436,222,323,118,14000,794,482,16967,38000,0.6,89253340,0,48000000,2014
111,11958,79,39,650,690,224,181,1573,1000,0.64,5205343,3,20000000,2009
109,98794,62,251,322,1000,960,861,6313,7000,0.54,69148997,4,37000000,2004
112,43795,128,171,197,755,734,632,3507,7000,0.45,90556401,1,11000000,2008
114,18973,65,162,91,970,631,545,2860,7000,0.5900000000000001,60033780,1,30000000,1998
174,387616,232,858,91,11000,10000,9000,35672,7000,0.74,261970615,1,100000000,2002
117,537419,249,1028,91,22000,12000,12000,47728,35000,0.82,17439163,1,15000000,1998
106,344,94,19,5,416,403,356,1611,655,0.5700000000000001,2436,2,2000000,2012
