color,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes
Color,129,116,415,644,18000,71026631,98899,20970,1,394,English,USA,PG-13,36000000,2002,669,0.7,7000
Color,46,133,759,67,826,33200000,28247,1154,4,149,English,USA,PG-13,26000000,1985,130,0.72,7000
Color,91,138,78,968,12000,10269307,53251,17524,0,188,English,USA,R,8000000,2009,3000,0.63,7000
Color,568,149,21000,625,835,167735396,569841,4348,0,1127,English,USA,R,61000000,2014,812,0.81,146000
Color,226,133,235,105,955,51483949,208092,1777,0,806,English,UK,R,22000000,2003,593,0.7,7000
Color,11,114,19,842,1000,69700000,7748,3688,2,48,English,USA,R,35000000,1982,883,0.58,7000
Color,144,88,27,101,742,17768000,29629,1136,0,374,English,USA,R,5000000,1988,120,0.59,7000
Color,59,91,13,292,452,17843379,14904,1760,2,147,English,USA,PG-13,8000000,1999,442,0.57,7000
Color,211,80,91,3,50,5792822,168398,65,0,492,English,USA,R,2700000,2004,8,0.8,13000
Color,61,202,91,318,18000,48169908,63923,20143,0,156,English,USA,PG-13,33000000,1992,848,0.77,7000
Color,113,102,91,212,1000,1891821,16474,1890,0,301,English,UK,PG-13,52000000,2005,307,0.42,785
Color,76,95,906,287,956,6768055,11148,2260,0,229,English,UK,PG,57000000,2004,579,0.42,437
Color,167,144,241,996,13000,56083966,137003,18761,1,658,English,USA,PG-13,65000000,2001,3000,0.69,7000
Color,155,107,18,560,811,60786269,90539,3106,5,379,English,USA,PG-13,45000000,2000,625,0.56,7000
Color,297,136,91,17,903,52474616,84118,1579,2,245,English,USA,PG-13,70000000,2010,592,0.63,13000
Color,74,89,10,231,811,29302097,23408,2167,8,105,English,Germany,PG,15000000,2004,636,0.46,810
Color,16,94,37,104,318,40542,294,751,0,16,English,USA,R,300000,1997,157,0.55,26
Color,348,101,473,429,833,190871240,167085,2690,0,491,English,USA,PG-13,125000000,2014,809,0.59,62000
Color,237,113,43,452,12000,28031250,88146,13517,0,814,English,UK,R,60000000,2005,585,0.52,7000
Color,48,96,3,38,472,27445,3788,561,5,31,English,USA,R,9000000,2011,39,0.53,1000
Color,39,100,91,440,488,12610552,4682,2428,0,206,English,USA,PG-13,7500000,1999,488,0.35,129
Color,224,97,12,641,788,1818681,74435,2486,1,224,English,UK,R,7300000,2009,698,0.72,7000
Color,134,100,14,356,3000,12561,71276,4094,2,181,English,USA,PG,19000000,2010,547,0.64,13000
Color,50,116,12000,552,22000,18573791,38533,24618,3,89,English,USA,R,55000000,1996,617,0.58,7000
Color,165,120,107,280,12000,4857376,63084,13208,0,123,French,France,R,13000000,2006,530,0.73,7000
Color,15,102,95,429,1000,16892,341,3852,0,12,English,India,R,300000,2001,664,0.76,379
Color,284,90,90,15,11000,165230261,182718,21015,0,209,English,USA,PG,150000000,2011,10000,0.73,20000
Color,129,118,41,442,2000,1150403,14143,3474,4,102,English,USA,R,13000000,2006,812,0.71,7000
Color,63,95,31,450,944,2954405,1977,2928,0,64,English,USA,R,36000000,2000,886,0.53,133
Color,606,240,17000,4000,29000,116866727,780588,46057,3,1138,English,USA,R,100000000,2013,11000,0.82,138000
Color,168,105,31,110,390,30659817,59805,1006,10,95,English,USA,PG-13,26000000,2013,311,0.64,7000
Color,93,107,26,535,889,10956379,21506,3274,0,364,English,South Korea,PG-13,35000000,2007,618,0.36,7000
Color,186,189,91,693,15000,136801374,782610,17716,0,1377,English,USA,R,60000000,1999,745,0.85,30000
Color,295,122,446,600,23000,53574088,237872,33548,1,560,English,USA,R,55000000,2007,8000,0.78,7000
Color,94,141,91,618,2000,146282411,190439,4528,0,351,English,USA,R,115000000,1994,1000,0.72,7000
Color,50,107,607,602,2000,9795017,9227,5461,0,70,English,USA,R,50000000,1995,979,0.51,422
Color,70,87,25,611,1000,16290976,14637,3243,0,100,English,USA,G,24000000,1999,670,0.62,619
Color,274,142,91,10000,11000,249358727,382255,33284,3,1504,English,UK,PG,130000000,2004,10000,0.78,11000
Color,159,97,19,130,4000,35794166,35654,4687,0,155,English,USA,PG-13,10000000,2016,334,0.6,20000
Color,83,91,91,65,387,1040879,54478,648,0,184,English,USA,R,7000000,1996,96,0.71,7000
Color,163,96,126,584,2000,95001351,131801,4380,1,548,English,USA,PG-13,18000000,2001,788,0.62,7000
Color,156,98,91,900,26000,8434601,43006,28867,5,460,English,USA,R,28000000,2001,1000,0.49,7000
Color,298,99,24,155,3000,24042490,40776,3744,1,250,English,USA,R,25000000,2010,441,0.56,10000
Color,76,100,4,678,982,25339117,37885,4259,4,247,English,USA,PG-13,10000000,1998,945,0.65,7000
Color,107,94,91,197,712,15155772,8895,1673,2,48,English,USA,PG-13,18000000,2014,341,0.57,3000
Color,161,125,127,798,6000,1110286,9727,8876,6,65,English,USA,R,4825000,2009,941,0.72,7000
Color,266,115,521,95,13000,35024475,110364,13761,1,261,English,France,R,100000000,2010,537,0.69,7000
Color,132,178,91,403,906,75600000,736638,1976,1,1065,English,USA,R,72000000,1995,466,0.84,17000
Color,533,100,421,159,314,14673301,112899,1062,0,631,English,USA,R,2000000,2014,189,0.69,45000
Color,107,83,28,624,4000,84303558,65270,6081,1,100,English,USA,PG,85000000,2006,650,0.62,863
Color,162,98,24,67,381,14400000,28589,684,0,532,English,USA,R,2500000,1982,128,0.46,7000
Color,43,95,12000,636,12000,695229,11369,14420,1,65,English,USA,R,1300000,1996,680,0.72,872
Color,43,85,119,144,3000,86930411,83269,3847,6,87,English,USA,PG-13,23000000,1991,348,0.68,7000
Color,210,128,160,81,8000,4018695,69759,8532,2,235,Hindi,India,PG-13,12000000,2010,327,0.8,27000
Color,539,122,737,14000,34000,132088910,533607,72115,0,692,English,USA,R,21000000,2012,22000,0.78,117000
Color,267,114,101,2000,12000,33037754,75864,19904,1,197,English,USA,PG-13,37000000,2011,3000,0.6,23000
Color,100,95,4,655,939,7563670,21268,3651,0,53,English,USA,PG-13,10000000,2008,702,0.52,518
Color,284,135,91,87,690,43929341,57873,902,0,414,English,USA,PG,120000000,2008,107,0.61,7000
Color,210,145,21000,243,534,55473600,207686,1543,0,776,English,USA,R,50000000,1992,273,0.64,7000
Color,67,91,85,105,635,10076136,11512,1352,0,141,English,Aruba,R,35000000,1998,316,0.48,471
Color,116,162,333,362,14000,78651430,142067,15912,0,457,English,USA,R,27000000,1996,1000,0.74,7000
Color,341,130,22000,19000,23000,53082743,844052,63986,1,1100,English,USA,PG-13,40000000,2006,20000,0.85,49000
Color,150,107,80,252,2000,18004225,28573,3004,2,87,English,USA,PG-13,13000000,2013,257,0.57,5000
Color,23,84,18,744,1000,8026971,1520,3352,0,20,English,USA,R,13000000,1998,851,0.38,204
Color,126,100,308,374,1000,4599680,68222,2186,2,545,English,USA,R,1500000,2003,482,0.68,7000
Color,69,135,16000,86,16000,70960517,54631,27237,0,192,English,USA,PG-13,35000000,1995,11000,0.75,7000
Color,78,112,541,638,22000,4485485,14612,46022,1,105,English,USA,R,15000000,1999,22000,0.64,7000
Color,30,112,44,533,1000,77231,3322,2115,0,32,Kazakh,France,R,25000000,2005,580,0.6,265
Color,205,105,141,56,1000,613556,9427,1172,1,87,Mandarin,Taiwan,R,15000000,2015,103,0.64,7000
Black and White,339,141,91,404,749,47307550,104301,1948,4,269,English,USA,R,45000000,2012,463,0.65,28000
Color,120,109,91,126,3000,3798532,41138,3668,0,208,English,USA,R,4500000,1996,441,0.74,2000
Color,181,120,64,72,144,5004648,14031,474,1,114,Italian,Italy,R,10000000,2009,110,0.7,7000
Color,325,106,13000,309,11000,14479776,55539,12418,3,147,English,USA,PG-13,10000000,2014,430,0.7,20000
Color,398,103,33,84,970,88625922,75176,1336,3,252,English,USA,PG,45000000,2011,91,0.71,26000
Color,107,104,98,920,17000,65269010,90938,21380,0,271,English,USA,PG-13,12000000,2006,2000,0.65,7000
Color,148,100,265,265,989,84518155,35965,2654,0,144,English,USA,R,20000000,2014,830,0.49,11000
Color,28,97,4,301,611,464655,1524,1692,0,29,English,USA,R,1000000,1997,394,0.7,166
Color,42,101,30,223,1000,1075288,7772,2228,3,55,English,USA,R,22000000,1996,854,0.61,145
Color,281,99,192,292,14000,9166863,83182,14816,2,247,English,USA,R,7000000,2009,343,0.76,16000
Color,119,103,81,636,2000,30669413,105478,4722,0,291,English,USA,R,35000000,1990,683,0.62,7000
Color,91,105,99,518,2000,25677801,41273,4813,6,136,English,USA,PG,20000000,2010,938,0.58,7000
Color,156,91,221,553,14000,74158157,60370,27405,2,264,English,USA,PG,79000000,2011,11000,0.34,7000
Color,113,116,165,475,577,102678089,42705,2321,0,274,English,USA,R,95000000,1999,501,0.63,885
Color,167,80,162,429,23,7002255,42462,29,0,312,French,France,PG-13,9500000,2003,6,0.78,7000
Black and White,39,98,226,496,953,68856263,69733,2496,1,97,English,USA,PG,15000000,1993,730,0.69,7000
Color,79,103,154,576,1000,676698,26730,4094,0,180,English,USA,R,18000000,2002,783,0.72,2000
Black and White,197,116,153,539,3000,9396487,52421,5012,0,200,English,USA,R,15000000,2006,788,0.7,7000
Color,156,215,91,463,648,36385763,138941,1937,0,1448,English,USA,R,52000000,1998,568,0.76,7000
Color,62,117,101,743,13000,24944213,63459,16937,2,185,English,USA,PG-13,27000000,1996,852,0.69,3000
Color,215,98,53,65,530,18469,34263,1038,1,141,English,USA,R,650000,2010,238,0.65,7000
Color,386,99,64,918,13000,14597405,71679,17204,1,216,English,UK,R,6400000,2011,2000,0.7,17000
Color,73,93,85,514,1000,15171475,19805,2777,0,122,English,USA,R,8500000,1996,855,0.57,7000
Color,88,119,42,917,2000,39008741,44838,6862,0,223,English,USA,PG,25000000,2005,953,0.66,7000
Color,285,134,91,120,529,67523385,104005,1050,2,248,English,USA,R,35000000,2012,130,0.62,18000
Color,191,82,487,967,15000,245823397,385871,21275,2,515,English,USA,G,90000000,1999,1000,0.79,7000
Color,196,83,473,597,20000,39511038,56269,26402,0,366,English,USA,R,16000000,2006,4000,0.59,7000
Color,250,95,163,651,1000,87025093,188679,4134,0,864,English,USA,R,4000000,2005,654,0.66,7000
Color,86,109,41,748,997,61356221,19505,3544,0,162,English,USA,PG-13,14000000,2007,826,0.52,7000
Color,161,112,98,397,883,32541719,89806,2201,0,438,English,UK,PG-13,3500159,2002,528,0.67,7000
Color,64,116,176,84,192,61355436,52136,475,0,184,English,USA,PG-13,68000000,1997,117,0.62,7000
Color,149,92,17,231,14000,2963012,48873,14617,1,105,English,UK,R,22000000,2014,257,0.63,11000
Color,40,99,379,251,456,5333658,2541,1356,2,54,English,USA,PG,20000000,1982,278,0.35,7000
Color,653,121,571,3000,14000,333130696,682155,32438,3,1097,English,USA,PG-13,170000000,2014,14000,0.81,96000
Color,415,113,181,300,33000,45996718,173530,34738,3,264,English,USA,R,60000000,2013,301,0.67,40000
Color,121,92,12,797,3000,8786715,40274,5668,5,324,English,USA,PG-13,5000000,2004,835,0.69,7000
Color,15,87,101,324,721,800000,2308,1700,0,35,English,USA,R,4000000,1987,576,0.48,550
Color,218,128,47,982,18000,38297305,116994,20965,2,324,English,USA,PG-13,175000000,2013,1000,0.63,35000
Color,127,130,2000,25,268,1987287,25474,450,0,138,English,UK,PG-13,50000000,2005,85,0.69,7000
Color,329,115,521,883,13000,227137090,491077,17369,0,820,English,USA,PG-13,110000000,2007,897,0.81,7000
Color,18,80,91,429,1000,5858,260,3852,0,2,English,USA,R,150000,2014,664,0.71,116
Color,364,102,139,850,8000,17738570,351274,13631,2,457,English,USA,PG-13,13000000,2012,3000,0.8,131000
Color,223,98,11000,557,12000,3247816,36145,19310,0,108,English,USA,R,22000000,2010,6000,0.63,7000
Color,58,95,216,968,1000,6739141,23383,4755,0,68,English,Australia,R,8000000,1992,1000,0.59,1000
Color,123,118,108,103,173,11533945,77551,563,0,434,English,USA,R,2000000,1999,148,0.76,7000
Color,70,100,57,92,181,10114315,18693,582,0,187,English,USA,PG-13,25000000,1999,151,0.64,7000
Color,149,152,488,947,22000,32522352,207287,36897,1,822,English,USA,R,60000000,2000,11000,0.79,15000
Color,69,120,7,289,662,214202,14831,1952,0,75,English,Germany,R,12000000,2007,345,0.75,7000
Color,86,85,21,782,931,28563926,16300,3819,0,217,English,USA,PG-13,8500000,2002,855,0.5,720
Color,403,106,395,393,451,168368427,330784,2023,1,1243,English,UK,PG-13,200000000,2008,412,0.67,7000
Color,161,100,91,303,11000,13103828,59982,12237,0,463,English,USA,R,11000000,2001,472,0.73,5000
Black and White,18,88,14,3,142,110720,524,168,0,22,English,USA,R,1200000,1999,23,0.73,73
Color,225,108,23,845,2000,10907291,23775,4710,0,134,English,USA,PG-13,28000000,2016,860,0.58,73000
Color,39,99,13,837,1000,51432423,15074,3679,7,72,English,USA,PG,30000000,2002,889,0.51,1000
Color,153,74,58,729,3000,104354205,162331,5713,3,332,English,USA,R,55000000,2003,864,0.63,7000
Color,234,110,532,461,3000,47456450,101386,5187,1,289,English,USA,R,70000000,2007,638,0.71,7000
Color,421,101,91,1000,33000,40962534,188652,57077,1,288,English,USA,R,12500000,2011,22000,0.71,22000
Color,23,106,23,200,1000,532190,5673,1610,2,37,English,USA,PG-13,8000000,1997,273,0.68,7000
Color,401,110,454,816,2000,14989761,185845,4757,7,284,English,UK,R,15000000,2012,906,0.72,52000
Color,66,86,4,424,960,4814244,12437,2415,4,107,English,Canada,R,11000000,2002,448,0.53,405
Color,161,93,8,400,45000,15152879,13506,46868,0,68,English,France,PG-13,5000000,2013,541,0.4,7000
Color,125,100,41,970,45000,39989008,55398,49847,2,418,English,USA,R,24000000,1998,1000,0.46,891
Color,110,87,23,748,826,480314,38503,4473,4,180,English,USA,PG-13,21000000,2006,816,0.48,7000
Color,516,115,91,12000,26000,181015141,536314,60059,1,738,English,USA,PG-13,150000000,2011,20000,0.7,63000
Color,323,104,508,558,10000,256386216,530870,13076,0,1413,English,USA,PG-13,150000000,2007,1000,0.72,11000
Color,287,115,91,964,18000,82161969,142440,31523,1,505,English,USA,PG-13,150000000,2007,12000,0.63,3000
Color,274,90,91,231,648,101055,17478,1951,0,159,English,USA,R,4000000,2009,529,0.5,7000
Color,184,110,45,595,886,70001065,191437,3174,1,582,English,USA,R,45000000,1998,650,0.71,7000
Color,21,90,73,26,848,882290,4792,1526,2,43,English,Australia,R,10000000,1989,643,0.65,999
Color,191,132,357,212,14000,141204016,142569,14790,0,737,English,USA,PG-13,70000000,2002,223,0.58,10000
Color,362,129,456,716,1000,166147885,220020,4585,0,1360,English,USA,R,40000000,2015,935,0.41,101000
Color,252,93,165,350,26000,29113588,117999,27834,0,181,English,USA,R,40000000,2011,956,0.66,16000
Color,8,100,322,534,851,29392418,3924,3190,2,26,English,USA,R,10000000,1994,543,0.58,368
Color,161,102,91,555,3000,25277561,21672,5592,10,93,English,USA,R,12000000,2014,966,0.65,7000
Color,405,125,102,825,15000,83299761,117719,19809,2,306,English,USA,PG-13,35000000,2013,2000,0.75,39000
Color,111,86,82,362,869,38232624,88518,3854,0,409,English,USA,PG-13,30000000,2008,759,0.27,7000
Color,283,104,109,7,480,16168741,99430,517,1,182,English,USA,R,8000000,2013,12,0.74,43000
Color,281,146,14000,681,3000,78616689,238747,6217,0,2153,English,USA,PG-13,100000000,2001,882,0.71,11000
Color,50,103,37,452,944,105444419,31817,3143,3,117,English,USA,PG,26000000,1996,893,0.62,7000
Color,131,103,9,573,826,50041732,54390,3004,0,398,English,USA,R,29000000,1999,724,0.62,7000
Color,123,111,81,687,12000,31968347,93894,14823,0,286,English,USA,R,3600000,1995,898,0.76,7000
Color,214,104,23,281,17000,125014030,145852,18322,0,164,English,USA,PG-13,30000000,2012,359,0.68,32000
Color,145,88,12,182,730,119420252,33042,2217,0,90,English,USA,PG,150000000,2009,607,0.51,7000
Color,136,138,91,123,14000,35168677,49311,15149,1,278,English,UK,PG-13,100000000,2002,602,0.67,7000
Color,173,160,219,215,1000,273420,32671,2340,6,238,English,France,R,17000000,2006,876,0.55,7000
Color,318,102,532,979,10000,227946274,343648,21584,0,590,English,USA,PG-13,150000000,2008,9000,0.64,7000
Color,173,117,153,734,35000,46280507,87165,49743,0,184,English,USA,PG-13,40000000,2014,11000,0.65,12000
Color,23,129,91,203,18000,16153600,8295,19065,1,30,English,USA,R,10000000,1990,269,0.65,720
Color,35,115,98,4,341,1687311,2412,371,3,40,Spanish,Spain,PG-13,700000000,1998,26,0.72,539
Color,69,90,13,613,882,19158074,17983,2661,2,127,English,USA,PG,15000000,2002,874,0.67,7000
Color,197,119,59,676,2000,39440655,61680,4315,1,222,English,USA,PG-13,55000000,2010,828,0.64,19000
Color,241,130,386,525,912,103338338,55901,2856,0,503,English,USA,PG-13,70000000,2006,549,0.65,7000
Color,120,100,164,99,18000,10725228,75675,32288,1,365,English,USA,R,12500000,1992,14000,0.78,7000
Color,2,112,74,891,260000,96734,606,263584,3,5,English,USA,PG-13,1000000,2012,984,0.56,706
Color,205,93,592,36,232,611709,15267,391,1,41,French,Finland,R,3850000,2011,67,0.72,7000
Color,268,132,16000,567,16000,100422786,482064,28830,1,1106,English,USA,PG-13,30000000,2004,11000,0.81,14000
Color,128,108,11000,922,11000,3203044,25165,14843,2,155,English,USA,R,18000000,2003,944,0.64,827
Color,104,148,91,263,3000,24475416,72443,3967,0,309,English,USA,R,890000,1996,324,0.8,7000
Color,59,106,835,458,1000,21200000,34774,3598,0,162,English,USA,R,20000000,1995,967,0.68,1000
Color,111,94,87,569,17000,64001297,32002,20154,1,103,English,USA,PG,15000000,2010,975,0.62,7000
Color,500,132,905,1000,34000,146405371,518537,50983,3,698,English,USA,PG-13,160000000,2011,13000,0.78,54000
Color,57,90,32,809,1000,35231365,15517,6299,0,85,English,USA,PG,60000000,2000,891,0.36,500
Color,61,124,212,810,1000,11000000,21102,3611,3,169,English,USA,PG-13,98000000,1995,903,0.56,1000
Color,190,86,62,59,390,23993605,52467,727,1,248,English,USA,R,18000000,2009,258,0.58,7000
Color,221,115,91,751,10000,183436380,97697,13159,8,185,English,USA,PG-13,29000000,2015,1000,0.65,40000
Color,177,123,415,545,33000,64286,396396,34495,0,1111,English,USA,PG-13,29000000,2004,638,0.79,57000
Color,38,118,11,12,37,6482195,9740,74,1,81,English,USA,R,37000000,1997,12,0.64,389
Color,199,105,212,811,1000,73648142,99043,3697,1,643,English,USA,R,60000000,1999,975,0.58,7000
Color,230,142,91,1000,22000,9929000,152306,29475,0,513,English,UK,R,15000000,1985,5000,0.8,16000
Color,459,85,198,387,2000,80034302,296787,3958,0,2192,English,USA,PG-13,25000000,2008,1000,0.7,7000
Color,122,107,58,47,141,36874745,12276,389,2,117,English,USA,PG-13,20000000,2016,76,0.63,21000
Color,134,129,395,313,18000,537580,52972,19620,1,124,English,USA,R,30000000,2011,1000,0.68,21000
Color,127,136,49,730,17000,67253092,92702,20299,0,209,English,USA,PG-13,30000000,2005,807,0.72,7000
Color,91,144,91,745,15000,41229,14612,18442,6,41,English,France,R,25500000,2013,960,0.65,7000
Color,65,110,9,826,997,8888355,7894,3177,19,25,English,USA,PG-13,20000000,2013,941,0.5,7000
Color,126,90,9,595,710,603943,26407,2655,0,154,English,USA,R,500000,2004,634,0.73,1000
Color,56,104,12,1000,21000,2600000,11612,23962,3,88,English,UK,R,6000000,1995,1000,0.75,7000
Color,391,123,108,3000,40000,62563543,115216,63769,7,289,English,USA,R,53000000,2015,19000,0.7,44000
Color,67,99,545,533,933,14567883,44248,2542,1,373,English,UK,R,75000000,1998,722,0.6,7000
Black and White,174,185,14000,212,14000,96067179,865020,15233,0,1273,English,USA,R,22000000,1993,795,0.89,41000
Color,52,144,91,195,786,2483955,8369,1674,0,165,English,USA,R,9600000,2005,228,0.67,957
Color,129,92,26,611,1000,4881867,15200,3767,1,76,English,USA,R,9000000,2008,1000,0.64,1000
Color,196,119,610,716,834,53789313,89816,3637,0,347,English,USA,PG-13,60000000,2003,780,0.63,7000
Color,125,123,563,8000,24000,66808615,87351,43917,0,344,English,USA,R,34000000,2001,11000,0.61,2000
Color,232,85,109,18,200,9437933,90827,332,0,329,English,Ireland,R,180000,2007,96,0.79,26000
Color,25,134,91,4,15,48856,3466,30,0,40,Japanese,Japan,R,11900000,1993,6,0.75,355
Color,131,120,446,1000,22000,44886089,69576,40117,3,207,English,USA,R,10000000,1997,13000,0.69,2000
Color,129,100,6,65,935,14343976,22961,1327,0,291,English,USA,R,5000000,1989,120,0.45,1000
Color,439,130,3000,844,10000,3029870,128729,15835,1,551,English,Denmark,R,7400000,2011,4000,0.71,50000
Black and White,193,104,34,280,545,47806295,87447,1274,0,371,English,USA,PG-13,43000000,2005,351,0.65,7000
Color,186,94,17,179,607,16235293,19918,1611,0,278,English,USA,R,9000000,2006,318,0.45,7000
Color,49,98,10,402,589,10429707,10483,2705,1,125,English,USA,PG,5000000,2014,416,0.54,7000
Color,20,106,277,383,22000,10555348,17349,24887,0,42,English,USA,PG-13,20000000,1989,2000,0.6,855
Color,97,87,374,484,826,14249005,39788,2689,1,619,English,USA,R,15000000,2001,503,0.45,7000
Color,74,94,176,46,116,6165429,23486,312,1,249,Aboriginal,Australia,PG,6000000,2002,93,0.75,7000
Color,227,93,50,692,3000,320706665,211971,4705,2,326,English,USA,PG,160000000,2007,795,0.61,7000
Color,375,109,97,839,17000,138447667,408302,19968,2,345,English,USA,R,42000000,2012,971,0.72,39000
Color,113,104,35,844,24000,10996440,19707,27806,0,128,English,USA,PG,13000000,2006,912,0.63,862
Color,152,101,32,104,219,8129455,89568,661,1,142,English,USA,PG,45000000,2011,141,0.63,17000
Color,84,105,29,692,8000,126805112,98199,12344,1,169,English,USA,PG-13,46000000,1997,1000,0.63,7000
Color,152,82,49,429,1000,31768374,42761,3313,0,366,English,USA,R,27000000,1999,888,0.56,2000
Color,234,107,91,766,13000,293501675,704766,17540,0,2073,English,USA,PG-13,40000000,1999,3000,0.81,14000
Color,642,148,22000,23000,29000,292568851,1468200,81115,0,2803,English,USA,PG-13,160000000,2010,27000,0.88,175000
Color,39,99,7,730,3000,5871603,3116,6485,3,39,English,USA,R,13000000,1999,1000,0.6,251
Color,738,91,91,13,39,274084951,582917,87,0,1885,English,UK,PG-13,100000000,2013,23,0.78,147000
Color,208,96,124,1000,16000,33592415,91640,31549,2,210,English,USA,PG-13,130000000,2013,12000,0.56,20000
Color,74,108,3,436,710,49526,16299,2119,1,129,English,USA,R,6800000,2005,697,0.7,1000
Color,117,143,91,210,509,38966057,23940,1409,0,157,English,France,R,65000000,1998,317,0.67,688
Color,46,108,350,77,8000,5600000,11913,8349,1,97,English,USA,R,47000000,1996,115,0.58,616
Color,90,92,14,291,14000,1071240,3571,15848,2,34,English,UK,PG-13,8000000,2007,1000,0.69,429
Color,87,90,65,658,11000,39442871,80639,25190,0,237,English,USA,PG-13,80000000,2000,11000,0.53,7000
Black and White,35,87,4,624,2000,19539,4182,6227,1,53,English,USA,R,1000000,2003,1000,0.62,3000
Color,190,110,115,103,812,3148482,29613,1540,0,98,English,USA,R,12000000,2008,580,0.71,7000
Color,101,99,9,648,975,38048637,47814,3500,4,426,English,USA,R,14000000,1998,912,0.55,7000
Color,171,146,12000,451,18000,77862546,266310,20454,2,690,English,USA,R,70000000,2004,992,0.77,14000
Color,25,115,91,534,1000,13640000,6011,3267,0,39,English,USA,PG-13,14000000,1994,848,0.69,905
Color,200,116,129,782,10000,2268296,41856,13180,4,119,English,UK,PG-13,6500000,2013,918,0.69,12000
Color,225,115,295,466,10000,144795350,387632,12068,1,789,English,USA,PG-13,120000000,2004,981,0.71,7000
Color,5,99,11,327,665,125169,859,2272,2,31,English,USA,R,10500000,1994,446,0.64,119
Color,84,113,137,481,879,127175354,288451,2985,2,438,English,USA,PG-13,16000000,1994,854,0.73,7000
Color,232,117,234,919,11000,87341380,255257,15590,3,374,English,USA,R,27000000,2008,989,0.7,7000
Color,245,165,1000,165,309,49551662,102338,921,0,450,English,Australia,PG-13,130000000,2008,284,0.66,7000
Color,251,133,91,529,11000,148734225,298590,12874,2,559,English,USA,R,30000000,2007,985,0.7,7000
Color,181,94,368,466,13000,125305545,145350,15419,0,643,English,USA,PG-13,92000000,2000,1000,0.55,7000
Color,46,86,7,17,328,1114943,3562,407,0,74,English,USA,R,500000,2000,27,0.65,7000
Black and White,177,87,750,41,745,9003011,133966,1396,0,294,English,Australia,R,2000000,1981,531,0.76,7000
Color,106,113,31,483,5000,128978,22897,6267,2,61,Mandarin,Hong Kong,R,40000000,2007,755,0.71,7000
Color,175,98,91,123,358,18381787,15684,1114,4,126,English,UK,PG-13,11000000,2012,156,0.68,13000
Black and White,202,110,45,845,1000,66462600,141533,4714,3,786,English,USA,PG-13,78000000,2003,872,0.58,7000
Color,107,102,91,529,946,14793904,28209,4072,1,80,English,Canada,PG-13,18000000,2009,800,0.53,7000
Color,267,123,521,265,13000,108521835,40123,13752,0,297,English,UK,PG-13,120000000,2016,365,0.71,31000
Color,233,112,21000,237,17000,95308367,206104,18141,0,850,English,USA,R,48000000,2002,324,0.68,7000
Color,287,96,83,1000,12000,51774002,87745,16121,1,331,English,USA,PG-13,57000000,2011,1000,0.43,18000
Color,268,98,91,638,8000,41008532,19611,10894,1,103,English,USA,R,27000000,2016,698,0.67,7000
Color,165,110,119,332,1000,39263506,40469,2382,1,135,English,USA,PG-13,22000000,2008,931,0.61,7000
Color,142,87,85,118,311,33244684,62038,760,0,281,English,USA,R,9000000,1988,189,0.65,7000
Color,124,112,91,177,805,7837632,46396,1466,0,287,English,USA,R,18000000,1997,223,0.75,7000
Color,41,99,30,209,480,398420,5049,1234,3,48,English,USA,R,8000000,2007,257,0.64,226
Color,102,99,212,54,130,49369900,36108,450,0,260,English,USA,R,7000000,1988,125,0.57,7000
Color,56,81,91,394,975,6387,4862,2694,0,37,English,USA,R,1000000,2006,645,0.69,7000
Color,408,117,248,726,14000,51533608,203111,16606,1,755,English,USA,R,25000000,2011,798,0.68,32000
Color,189,116,5,748,26000,25093607,105556,49608,2,157,English,UK,R,35000000,2011,22000,0.65,17000
Color,196,113,719,217,605,119412921,240241,1441,0,391,English,USA,R,65000000,1990,308,0.75,7000
Color,258,159,91,645,11000,317557891,444683,13191,4,1571,English,UK,PG,125000000,2001,687,0.75,16000
Color,135,112,66,21,150,3432342,24921,253,2,166,French,Canada,R,6000000,2003,28,0.77,7000
Color,87,78,5,1000,8000,58336565,12845,11124,0,118,English,USA,G,50000000,2006,2000,0.66,624
Color,126,124,287,475,9000,23360779,31113,10838,0,212,English,USA,R,34000000,2000,1000,0.57,852
Color,108,131,46,433,1000,50300000,68565,2943,2,300,English,UK,PG,30000000,1985,439,0.63,7000
Color,83,104,18,741,1000,10106233,12702,5190,0,32,English,USA,PG,8000000,2011,962,0.54,7000
Color,132,96,31,536,651,16667084,90070,3119,0,248,English,USA,PG-13,11000000,1990,610,0.71,11000
Color,146,90,31,179,210,10494494,19586,676,1,109,English,USA,PG-13,18000000,2013,193,0.44,4000
Color,306,116,179,236,15000,90755643,222403,16149,2,453,English,USA,PG-13,200000000,2010,567,0.66,23000
Color,115,122,91,221,697,8596914,23023,1517,0,148,English,USA,R,6000000,2000,394,0.7,7000
Color,63,83,12,690,2000,11631245,15015,5022,5,113,English,USA,PG,35000000,2006,826,0.42,494
Color,242,102,43,113,170,2035566,77305,931,0,162,English,France,R,13000000,2009,157,0.66,11000
Color,100,91,14,548,14000,1292119,14786,16768,1,144,English,UK,R,5500000,2001,1000,0.71,7000
Color,222,115,118,482,14000,89253340,133436,16967,0,323,English,France,PG-13,48000000,2014,794,0.6,38000
